,bearing,carriages,current_status,current_stop_sequence,direction_id,label,latitude,longitude,occupancy_status,revenue,speed,updated_at
y2085,0.0,[],STOPPED_AT,1.0,0.0,2085,42.41659546,-71.147852119,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:12-04:00
R-547C5517,260.0,"[{'label': '1881', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1880', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1802', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1803', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1837', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1836', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,220.0,1.0,1881,42.39638,-71.1386,,REVENUE,,2024-05-23T14:24:18-04:00
y1342,135.0,[],IN_TRANSIT_TO,5.0,0.0,1342,42.34814,-71.04576,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
G-10070,210.0,"[{'label': '3884', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3682', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,70.0,0.0,3884-3682,42.35625,-71.06264,,REVENUE,,2024-05-23T14:22:41-04:00
y1742,225.0,[],STOPPED_AT,1.0,1.0,1742,42.30081,-71.11329,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:21-04:00
y1626,342.0,[],STOPPED_AT,1.0,1.0,1626,42.28447974,-71.06425669,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:29-04:00
G-10295,305.0,"[{'label': '3681', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3883', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,660.0,1.0,3681-3883,42.37528,-71.08394,,REVENUE,5.0,2024-05-23T14:25:23-04:00
G-10115,45.0,"[{'label': '3718', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3888', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,430.0,1.0,3718-3888,42.3426,-71.10871,,REVENUE,10.7,2024-05-23T14:25:35-04:00
R-547C74DA,315.0,"[{'label': '1729', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1728', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1732', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1733', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1607', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1606', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,40.0,1.0,1729,42.26791,-71.02174,,REVENUE,,2024-05-23T14:25:14-04:00
y3005,145.0,[],STOPPED_AT,9.0,0.0,3005,42.38622519,-70.97545064,,REVENUE,,2024-05-23T14:25:36-04:00
y1634,225.0,[],STOPPED_AT,26.0,0.0,1634,42.27845,-71.1369,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y1934,275.0,[],STOPPED_AT,1.0,1.0,1934,42.42570111,-71.07391144,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:08-04:00
y3211,90.0,[],STOPPED_AT,1.0,1.0,3211,42.3638,-71.18525,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:24:08-04:00
G-10291,270.0,"[{'label': '3872', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3643', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,650.0,0.0,3872-3643,42.33326,-71.10899,,REVENUE,,2024-05-23T14:24:28-04:00
y1272,0.0,[],STOPPED_AT,1.0,0.0,1272,42.34745986,-71.074402699,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:23:17-04:00
1709,254.0,[],STOPPED_AT,90.0,0.0,1709,42.45674133300781,-71.39433288574219,,REVENUE,9.8,2024-05-23T14:25:08-04:00
y3307,45.0,[],STOPPED_AT,1.0,1.0,3307,42.4694,-70.95733,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
G-10027,315.0,"[{'label': '3622', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3851', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,520.0,0.0,3622-3851,42.3285,-71.1759,,REVENUE,9.5,2024-05-23T14:25:32-04:00
y1906,0.0,[],STOPPED_AT,22.0,1.0,1906,42.32391239,-71.08267358,FULL,REVENUE,,2024-05-23T14:25:31-04:00
y2039,0.0,[],IN_TRANSIT_TO,7.0,1.0,2039,42.3762979,-71.24748598,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:19-04:00
y0826,289.0,[],IN_TRANSIT_TO,8.0,1.0,0826,42.24130003,-71.0109204,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y0804,45.0,[],STOPPED_AT,1.0,0.0,0804,42.2599031,-70.985569,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:29-04:00
y1694,0.0,[],STOPPED_AT,31.0,0.0,1694,42.25439046,-71.12434862,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:28-04:00
y3356,45.0,[],STOPPED_AT,1.0,0.0,3356,42.41316,-70.9918,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y0823,101.0,[],IN_TRANSIT_TO,14.0,0.0,0823,42.24655065,-70.976294839,,REVENUE,,2024-05-23T14:25:37-04:00
y1875,294.0,[],IN_TRANSIT_TO,9.0,0.0,1875,42.333662879,-71.103030369,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
y3336,90.0,[],STOPPED_AT,1.0,1.0,3336,42.46399,-70.95241,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1280,0.0,[],STOPPED_AT,1.0,1.0,1280,42.32963624,-71.08345832,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:20-04:00
y1658,0.0,[],STOPPED_AT,17.0,0.0,1658,42.2563694,-71.12408843,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y2011,314.0,[],STOPPED_AT,1.0,0.0,2011,42.39648997,-71.08921088,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y2022,0.0,[],IN_TRANSIT_TO,20.0,0.0,2022,42.40693445,-71.02948289,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
y1785,76.0,[],STOPPED_AT,2.0,0.0,1785,42.35077866,-71.074504759,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1779,0.0,[],STOPPED_AT,1.0,0.0,1779,42.33790667,-71.10267941,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y1621,0.0,[],STOPPED_AT,1.0,0.0,1621,42.29958727,-71.11428545,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:23:20-04:00
y2093,126.0,[],STOPPED_AT,41.0,1.0,2093,42.37917151,-71.125323789,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
O-547C630D,200.0,"[{'label': '1430', 'occupancy_percentage': 7, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1431', 'occupancy_percentage': 10, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1415', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1414', 'occupancy_percentage': 8, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1479', 'occupancy_percentage': 4, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1478', 'occupancy_percentage': 7, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}]",IN_TRANSIT_TO,20.0,0.0,1430,42.42322,-71.07574,,REVENUE,,2024-05-23T14:24:53-04:00
G-10286,270.0,"[{'label': '3866', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3692', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,500.0,0.0,3866-3692,42.33605,-71.14313,,REVENUE,,2024-05-23T14:24:53-04:00
y1846,268.0,[],STOPPED_AT,25.0,0.0,1846,42.33831333,-71.02883859,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1781,35.0,[],STOPPED_AT,22.0,0.0,1781,42.34007195,-71.10594586,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1428,2.0,[],STOPPED_AT,1.0,1.0,1428,42.42510473,-71.12231174,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y3226,62.0,[],IN_TRANSIT_TO,21.0,1.0,3226,42.3506267,-71.14621343,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1930,255.0,[],IN_TRANSIT_TO,6.0,1.0,1930,42.42057216,-71.11582239,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:38-04:00
y1955,0.0,[],STOPPED_AT,1.0,0.0,1955,42.38602654,-71.07323479,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y2042,199.0,[],STOPPED_AT,1.0,1.0,2042,42.42659468,-71.07398478,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1826,0.0,[],STOPPED_AT,19.0,1.0,1826,42.33381974,-71.0733986,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
O-547C6353,25.0,"[{'label': '1464', 'occupancy_percentage': 5, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1465', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1467', 'occupancy_percentage': 3, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1466', 'occupancy_percentage': 10, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1481', 'occupancy_percentage': 2, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1480', 'occupancy_percentage': 7, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}]",INCOMING_AT,20.0,1.0,1464,42.31423,-71.10554,,REVENUE,,2024-05-23T14:25:09-04:00
y1632,90.0,[],IN_TRANSIT_TO,14.0,1.0,1632,42.28744,-71.15105,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1682,359.0,[],IN_TRANSIT_TO,19.0,1.0,1682,42.28270565,-71.118857869,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1613,264.0,[],STOPPED_AT,1.0,1.0,1613,42.26754432,-71.09173395,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y3207,26.0,[],IN_TRANSIT_TO,10.0,1.0,3207,42.34725196,-71.06877334,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1310,0.0,[],IN_TRANSIT_TO,5.0,0.0,1310,42.36936373,-71.0251293,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:20-04:00
1724,,[],IN_TRANSIT_TO,30.0,0.0,1724,42.45035171508789,-71.06954193115234,,REVENUE,4.5,2024-05-23T14:25:16-04:00
y3229,180.0,[],STOPPED_AT,1.0,0.0,3229,42.35857,-71.18506,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:29-04:00
y1628,135.0,[],STOPPED_AT,1.0,1.0,1628,42.23755,-71.13264,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:06-04:00
y1990,148.0,[],STOPPED_AT,1.0,0.0,1990,42.36237206,-71.0570794,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1631,213.0,[],STOPPED_AT,1.0,0.0,1631,42.301357709,-71.11259891,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1664,272.0,[],IN_TRANSIT_TO,16.0,0.0,1664,42.28604267,-71.14754067,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1617,228.0,[],STOPPED_AT,13.0,1.0,1617,42.29027364,-71.08162599,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1921,315.0,[],STOPPED_AT,1.0,1.0,1921,42.36488,-71.10432,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:22-04:00
G-10052,135.0,"[{'label': '3647', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3891', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,120.0,1.0,3647-3891,42.35159,-71.11995,,REVENUE,5.0,2024-05-23T14:25:22-04:00
1803,215.0,[],STOPPED_AT,80.0,0.0,1803,42.30942153930664,-71.27783966064453,,REVENUE,12.5,2024-05-23T14:25:06-04:00
y0852,314.0,[],STOPPED_AT,1.0,1.0,0852,42.424406309,-71.121470869,,REVENUE,,2024-05-23T14:25:35-04:00
y1777,225.0,[],IN_TRANSIT_TO,2.0,0.0,1777,42.33162,-71.0943,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
O-547C7297,357.0,"[{'label': '1416', 'occupancy_percentage': 16, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1417', 'occupancy_percentage': 11, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1453', 'occupancy_percentage': 10, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1452', 'occupancy_percentage': 10, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1463', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1462', 'occupancy_percentage': 8, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}]",IN_TRANSIT_TO,180.0,1.0,1416,42.40413,-71.07698,,REVENUE,,2024-05-23T14:25:28-04:00
y1309,190.0,[],IN_TRANSIT_TO,5.0,1.0,1309,42.383012269,-71.02347919,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y0803,141.0,[],IN_TRANSIT_TO,7.0,1.0,0803,42.207657099,-71.012778149,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1445,322.0,[],STOPPED_AT,18.0,0.0,1445,42.47889775,-70.933213949,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1988,104.0,[],IN_TRANSIT_TO,3.0,0.0,1988,42.42535996,-71.068727199,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3324,0.0,[],IN_TRANSIT_TO,2.0,1.0,3324,42.52402377,-70.89852767,,REVENUE,,2024-05-23T14:25:33-04:00
y2114,293.0,[],STOPPED_AT,9.0,1.0,2114,42.3796385,-71.09541528,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y3337,225.0,[],STOPPED_AT,1.0,1.0,3337,42.4553,-70.97413,,REVENUE,,2024-05-23T14:25:06-04:00
y1649,0.0,[],STOPPED_AT,1.0,0.0,1649,42.299551,-71.114699179,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:24:36-04:00
y0903,0.0,[],IN_TRANSIT_TO,55.0,0.0,0903,42.1961579,-70.926937429,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
1852,350.0,[],IN_TRANSIT_TO,10.0,1.0,1852,42.20132064819336,-70.74353790283203,,REVENUE,23.7,2024-05-23T14:25:22-04:00
y1605,0.0,[],STOPPED_AT,18.0,0.0,1605,42.319846599,-71.08155785,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:24-04:00
y1789,332.0,[],IN_TRANSIT_TO,27.0,1.0,1789,42.33498297,-71.08973167,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y3268,271.0,[],IN_TRANSIT_TO,6.0,0.0,3268,42.343182849,-71.10273657,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y3121,139.0,[],IN_TRANSIT_TO,24.0,1.0,3121,42.395949029,-71.12862637,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y2083,330.0,[],STOPPED_AT,2.0,0.0,2083,42.37281337,-71.12246256,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
1711,,[],STOPPED_AT,150.0,0.0,1711,42.5801887512207,-71.79194641113281,,REVENUE,,2024-05-23T14:25:08-04:00
G-10275,315.0,"[{'label': '3671', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3857', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,570.0,0.0,3671-3857,42.3333,-71.24409,,REVENUE,8.2,2024-05-23T14:25:33-04:00
1813,,[],STOPPED_AT,110.0,0.0,1813,42.1201057434082,-71.3265151977539,,REVENUE,,2024-05-23T14:24:54-04:00
y1619,208.0,[],STOPPED_AT,4.0,0.0,1619,42.318793049,-71.063524789,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1300,0.0,[],STOPPED_AT,2.0,0.0,1300,42.3515842,-71.04511019,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:30-04:00
y1284,56.0,[],STOPPED_AT,4.0,1.0,1284,42.33632891,-71.07715703,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
y1780,339.0,[],IN_TRANSIT_TO,18.0,0.0,1780,42.36436505,-71.10158198,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1864,30.0,[],IN_TRANSIT_TO,26.0,1.0,1864,42.33251318,-71.08134343,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
1841,,[],IN_TRANSIT_TO,40.0,1.0,1841,42.27939224243164,-71.16816711425781,,REVENUE,,2024-05-23T14:25:09-04:00
y3315,32.0,[],IN_TRANSIT_TO,15.0,0.0,3315,42.48126943,-70.94651766,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:36-04:00
y1850,45.0,[],STOPPED_AT,1.0,0.0,1850,42.33813,-71.10244,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1776,0.0,[],STOPPED_AT,1.0,1.0,1776,42.36364,-71.18599,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:34-04:00
G-10088,0.0,"[{'label': '3829', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3663', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,60.0,1.0,3829-3663,42.3482,-71.1405,,REVENUE,5.0,2024-05-23T14:24:27-04:00
1816,,[],STOPPED_AT,20.0,1.0,1816,42.164276123046875,-71.15383911132812,,REVENUE,,2024-05-23T14:24:52-04:00
y2025,0.0,[],STOPPED_AT,1.0,0.0,2025,42.37405654,-71.11899372,FEW_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y0811,0.0,[],STOPPED_AT,1.0,0.0,0811,42.260071279,-71.0098284,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1873,132.0,[],STOPPED_AT,7.0,1.0,1873,42.36485951,-71.10293477,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:32-04:00
y1627,34.0,[],STOPPED_AT,4.0,1.0,1627,42.30629639,-71.10783834,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y0773,0.0,[],STOPPED_AT,1.0,0.0,0773,42.2843575,-71.0638969,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:02-04:00
y1253,0.0,[],STOPPED_AT,1.0,0.0,1253,42.3318539,-71.06537526,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:28-04:00
O-547C72CE,40.0,"[{'label': '1426', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1427', 'occupancy_percentage': 24, 'occupancy_status': 'STANDING_ROOM_ONLY'}, {'label': '1486', 'occupancy_percentage': 7, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1487', 'occupancy_percentage': 15, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1507', 'occupancy_percentage': 11, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1506', 'occupancy_percentage': 16, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}]",INCOMING_AT,60.0,1.0,1426,42.33951,-71.08571,,REVENUE,,2024-05-23T14:25:21-04:00
y1659,21.0,[],STOPPED_AT,1.0,0.0,1659,42.33826079,-71.10248363,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y2035,18.0,[],IN_TRANSIT_TO,2.0,1.0,2035,42.37482192,-71.11853735,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
y3150,354.0,[],IN_TRANSIT_TO,4.0,0.0,3150,42.38854616,-71.04163721,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
G-10303,145.0,"[{'label': '3659', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3811', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",INCOMING_AT,9.0,0.0,3659-3811,42.37604,-71.08343,,REVENUE,5.9,2024-05-23T14:24:53-04:00
y3260,225.0,[],IN_TRANSIT_TO,8.0,1.0,3260,42.36121,-71.09297,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:25-04:00
y3153,299.0,[],STOPPED_AT,24.0,0.0,3153,42.405846529,-71.13142197,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
y1723,270.0,[],STOPPED_AT,1.0,1.0,1723,42.347867129,-71.097945159,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y1204,225.0,[],IN_TRANSIT_TO,13.0,0.0,1204,42.33233817,-71.111818749,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:31-04:00
G-10301,225.0,"[{'label': '3702', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '3806', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,250.0,0.0,3702-3806,42.3489,-71.13982,,REVENUE,5.5,2024-05-23T14:25:03-04:00
R-547C6715,150.0,"[{'label': '1636', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1637', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1708', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1709', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1725', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1724', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",STOPPED_AT,200.0,0.0,1636,42.25203,-71.00551,,REVENUE,,2024-05-23T14:24:46-04:00
y1303,180.0,[],IN_TRANSIT_TO,5.0,0.0,1303,42.3483,-71.04591,,REVENUE,,2024-05-23T14:25:34-04:00
y1812,0.0,[],STOPPED_AT,11.0,1.0,1812,42.295933,-71.08752809,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y0879,0.0,[],STOPPED_AT,38.0,1.0,0879,42.40545164,-71.08224594,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:19-04:00
y1995,291.0,[],STOPPED_AT,10.0,0.0,1995,42.37388373,-71.10091114,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:35-04:00
O-547C6CF2,175.0,"[{'label': '1424', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1425', 'occupancy_percentage': 9, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1402', 'occupancy_percentage': 5, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1403', 'occupancy_percentage': 8, 'occupancy_status': 'MANY_SEATS_AVAILABLE'}, {'label': '1419', 'occupancy_percentage': 11, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1418', 'occupancy_percentage': 17, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}]",IN_TRANSIT_TO,50.0,0.0,1424,42.3812,-71.07702,,REVENUE,,2024-05-23T14:25:01-04:00
y0828,55.0,[],IN_TRANSIT_TO,49.0,1.0,0828,42.26928219,-71.07328481,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:37-04:00
y3109,0.0,[],IN_TRANSIT_TO,18.0,0.0,3109,42.46326598,-70.94032539,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:10-04:00
O-547C6A67,175.0,"[{'label': '1494', 'occupancy_percentage': 13, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1495', 'occupancy_percentage': 15, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1438', 'occupancy_percentage': 14, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1439', 'occupancy_percentage': 11, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1451', 'occupancy_percentage': 15, 'occupancy_status': 'FEW_SEATS_AVAILABLE'}, {'label': '1450', 'occupancy_percentage': 25, 'occupancy_status': 'STANDING_ROOM_ONLY'}]",STOPPED_AT,80.0,0.0,1494,42.35881,-71.05782,,REVENUE,,2024-05-23T14:24:35-04:00
R-547C7487,200.0,"[{'label': '1823', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1822', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1883', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1882', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1821', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}, {'label': '1820', 'occupancy_percentage': None, 'occupancy_status': 'NO_DATA_AVAILABLE'}]",IN_TRANSIT_TO,180.0,0.0,1823,42.31119,-71.05323,,REVENUE,,2024-05-23T14:24:42-04:00
y2101,0.0,[],STOPPED_AT,1.0,1.0,2101,42.38531119,-71.07488145,MANY_SEATS_AVAILABLE,REVENUE,,2024-05-23T14:25:33-04:00
